Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 16793ms | tok/sec: 15,610 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867334 | lrm: 1.00 | dt: 154ms | tok/sec: 1,698,278 | mfu: 41.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.486184 | lrm: 1.00 | dt: 155ms | tok/sec: 1,688,281 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.034194 | lrm: 1.00 | dt: 155ms | tok/sec: 1,692,149 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.655180 | lrm: 1.00 | dt: 155ms | tok/sec: 1,687,470 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.322744 | lrm: 1.00 | dt: 156ms | tok/sec: 1,677,954 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.069856 | lrm: 1.00 | dt: 176ms | tok/sec: 1,486,278 | mfu: 35.9% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.865011 | lrm: 1.00 | dt: 161ms | tok/sec: 1,628,676 | mfu: 39.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.690653 | lrm: 1.00 | dt: 159ms | tok/sec: 1,650,323 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.542483 | lrm: 1.00 | dt: 157ms | tok/sec: 1,671,015 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.419344 | lrm: 1.00 | dt: 160ms | tok/sec: 1,637,501 | mfu: 39.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.310438 | lrm: 1.00 | dt: 155ms | tok/sec: 1,693,343 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.212920 | lrm: 1.00 | dt: 162ms | tok/sec: 1,621,313 | mfu: 39.2% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.130888 | lrm: 1.00 | dt: 162ms | tok/sec: 1,621,622 | mfu: 39.2% | epoch: 1 | remaining: 300s    
step 00014 (0.2%) | loss: 6.058135 | lrm: 1.00 | dt: 159ms | tok/sec: 1,647,193 | mfu: 39.8% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 5.991126 | lrm: 1.00 | dt: 158ms | tok/sec: 1,660,073 | mfu: 40.1% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.931970 | lrm: 1.00 | dt: 158ms | tok/sec: 1,661,393 | mfu: 40.1% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 5.874996 | lrm: 1.00 | dt: 158ms | tok/sec: 1,657,538 | mfu: 40.0% | epoch: 1 | remaining: 299s    
step 00018 (0.4%) | loss: 5.824939 | lrm: 1.00 | dt: 162ms | tok/sec: 1,618,209 | mfu: 39.1% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 5.777771 | lrm: 1.00 | dt: 162ms | tok/sec: 1,619,074 | mfu: 39.1% | epoch: 1 | remaining: 299s    
step 00020 (0.5%) | loss: 5.733383 | lrm: 1.00 | dt: 167ms | tok/sec: 1,567,901 | mfu: 37.9% | epoch: 1 | remaining: 298s    
step 00021 (0.5%) | loss: 5.693290 | lrm: 1.00 | dt: 157ms | tok/sec: 1,670,728 | mfu: 40.4% | epoch: 1 | remaining: 298s    
step 00022 (0.6%) | loss: 5.658340 | lrm: 1.00 | dt: 159ms | tok/sec: 1,647,252 | mfu: 39.8% | epoch: 1 | remaining: 298s    
step 00023 (0.6%) | loss: 5.624369 | lrm: 1.00 | dt: 160ms | tok/sec: 1,639,153 | mfu: 39.6% | epoch: 1 | remaining: 298s    
step 00024 (0.7%) | loss: 5.592691 | lrm: 1.00 | dt: 162ms | tok/sec: 1,621,739 | mfu: 39.2% | epoch: 1 | remaining: 298s    
step 00025 (0.7%) | loss: 5.560577 | lrm: 1.00 | dt: 161ms | tok/sec: 1,628,025 | mfu: 39.3% | epoch: 1 | remaining: 298s    
step 00026 (0.8%) | loss: 5.529559 | lrm: 1.00 | dt: 163ms | tok/sec: 1,612,217 | mfu: 39.0% | epoch: 1 | remaining: 297s    
step 00027 (0.9%) | loss: 5.499378 | lrm: 1.00 | dt: 158ms | tok/sec: 1,661,922 | mfu: 40.2% | epoch: 1 | remaining: 297s    
step 00028 (0.9%) | loss: 5.472900 | lrm: 1.00 | dt: 158ms | tok/sec: 1,663,401 | mfu: 40.2% | epoch: 1 | remaining: 297s    
step 00029 (1.0%) | loss: 5.446275 | lrm: 1.00 | dt: 160ms | tok/sec: 1,638,198 | mfu: 39.6% | epoch: 1 | remaining: 297s    
step 00030 (1.0%) | loss: 5.416496 | lrm: 1.00 | dt: 168ms | tok/sec: 1,562,163 | mfu: 37.7% | epoch: 1 | remaining: 297s    
step 00031 (1.1%) | loss: 5.390160 | lrm: 1.00 | dt: 158ms | tok/sec: 1,664,325 | mfu: 40.2% | epoch: 1 | remaining: 297s    
step 00032 (1.1%) | loss: 5.365013 | lrm: 1.00 | dt: 160ms | tok/sec: 1,639,158 | mfu: 39.6% | epoch: 1 | remaining: 296s    
step 00033 (1.2%) | loss: 5.340415 | lrm: 1.00 | dt: 159ms | tok/sec: 1,652,007 | mfu: 39.9% | epoch: 1 | remaining: 296s    
step 00034 (1.2%) | loss: 5.314660 | lrm: 1.00 | dt: 158ms | tok/sec: 1,662,782 | mfu: 40.2% | epoch: 1 | remaining: 296s    
step 00035 (1.3%) | loss: 5.287848 | lrm: 1.00 | dt: 158ms | tok/sec: 1,663,056 | mfu: 40.2% | epoch: 1 | remaining: 296s    
step 00036 (1.3%) | loss: 5.261652 | lrm: 1.00 | dt: 164ms | tok/sec: 1,595,446 | mfu: 38.5% | epoch: 1 | remaining: 296s    
step 00037 (1.4%) | loss: 5.236512 | lrm: 1.00 | dt: 161ms | tok/sec: 1,633,064 | mfu: 39.5% | epoch: 1 | remaining: 296s    
step 00038 (1.4%) | loss: 5.209882 | lrm: 1.00 | dt: 160ms | tok/sec: 1,633,851 | mfu: 39.5% | epoch: 1 | remaining: 296s    
step 00039 (1.5%) | loss: 5.183872 | lrm: 1.00 | dt: 160ms | tok/sec: 1,633,579 | mfu: 39.5% | epoch: 1 | remaining: 295s    
step 00040 (1.5%) | loss: 5.161510 | lrm: 1.00 | dt: 165ms | tok/sec: 1,585,658 | mfu: 38.3% | epoch: 1 | remaining: 295s    
step 00041 (1.6%) | loss: 5.135689 | lrm: 1.00 | dt: 157ms | tok/sec: 1,668,279 | mfu: 40.3% | epoch: 1 | remaining: 295s    
step 00042 (1.7%) | loss: 5.113030 | lrm: 1.00 | dt: 161ms | tok/sec: 1,632,420 | mfu: 39.4% | epoch: 1 | remaining: 295s    
step 00043 (1.7%) | loss: 5.086448 | lrm: 1.00 | dt: 163ms | tok/sec: 1,612,047 | mfu: 38.9% | epoch: 1 | remaining: 295s    
step 00044 (1.8%) | loss: 5.062579 | lrm: 1.00 | dt: 162ms | tok/sec: 1,616,486 | mfu: 39.1% | epoch: 1 | remaining: 295s    
step 00045 (1.8%) | loss: 5.040933 | lrm: 1.00 | dt: 161ms | tok/sec: 1,625,164 | mfu: 39.3% | epoch: 1 | remaining: 294s    
step 00046 (1.9%) | loss: 5.015702 | lrm: 1.00 | dt: 160ms | tok/sec: 1,640,787 | mfu: 39.6% | epoch: 1 | remaining: 294s    
step 00047 (1.9%) | loss: 4.989082 | lrm: 1.00 | dt: 158ms | tok/sec: 1,657,266 | mfu: 40.0% | epoch: 1 | remaining: 294s    
step 00048 (2.0%) | loss: 4.964886 | lrm: 1.00 | dt: 160ms | tok/sec: 1,642,729 | mfu: 39.7% | epoch: 1 | remaining: 294s    
step 00049 (2.0%) | loss: 4.937296 | lrm: 1.00 | dt: 163ms | tok/sec: 1,611,693 | mfu: 38.9% | epoch: 1 | remaining: 294s    
step 00050 (2.1%) | loss: 4.915776 | lrm: 1.00 | dt: 164ms | tok/sec: 1,596,846 | mfu: 38.6% | epoch: 1 | remaining: 294s    
step 00051 (2.1%) | loss: 4.890681 | lrm: 1.00 | dt: 157ms | tok/sec: 1,669,764 | mfu: 40.3% | epoch: 1 | remaining: 293s    
step 00052 (2.2%) | loss: 4.868091 | lrm: 1.00 | dt: 160ms | tok/sec: 1,642,881 | mfu: 39.7% | epoch: 1 | remaining: 293s    
step 00053 (2.2%) | loss: 4.844897 | lrm: 1.00 | dt: 158ms | tok/sec: 1,661,001 | mfu: 40.1% | epoch: 1 | remaining: 293s    
step 00054 (2.3%) | loss: 4.817518 | lrm: 1.00 | dt: 158ms | tok/sec: 1,655,629 | mfu: 40.0% | epoch: 1 | remaining: 293s    
step 00055 (2.3%) | loss: 4.794802 | lrm: 1.00 | dt: 160ms | tok/sec: 1,642,165 | mfu: 39.7% | epoch: 1 | remaining: 293s    
step 00056 (2.4%) | loss: 4.772363 | lrm: 1.00 | dt: 161ms | tok/sec: 1,632,478 | mfu: 39.4% | epoch: 1 | remaining: 293s    
step 00057 (2.5%) | loss: 4.750238 | lrm: 1.00 | dt: 159ms | tok/sec: 1,650,306 | mfu: 39.9% | epoch: 1 | remaining: 292s    
step 00058 (2.5%) | loss: 4.727374 | lrm: 1.00 | dt: 178ms | tok/sec: 1,476,677 | mfu: 35.7% | epoch: 1 | remaining: 292s    
