Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 20,971,520
  lm_head                 : 4,194,304
  transformer_matrices    : 31,457,920
  scalars                 : 20
  total                   : 60,818,068
Estimated FLOPs per token: 2.957023e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 37809ms | tok/sec: 6,933 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867386 | lrm: 1.00 | dt: 189ms | tok/sec: 1,390,396 | mfu: 41.6% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.485571 | lrm: 1.00 | dt: 190ms | tok/sec: 1,382,882 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.033176 | lrm: 1.00 | dt: 191ms | tok/sec: 1,371,819 | mfu: 41.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.655007 | lrm: 1.00 | dt: 191ms | tok/sec: 1,375,958 | mfu: 41.1% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.322636 | lrm: 1.00 | dt: 207ms | tok/sec: 1,267,648 | mfu: 37.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.069876 | lrm: 1.00 | dt: 198ms | tok/sec: 1,326,489 | mfu: 39.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.864882 | lrm: 1.00 | dt: 192ms | tok/sec: 1,363,846 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.690625 | lrm: 1.00 | dt: 191ms | tok/sec: 1,371,085 | mfu: 41.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.542498 | lrm: 1.00 | dt: 190ms | tok/sec: 1,376,337 | mfu: 41.1% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.419420 | lrm: 1.00 | dt: 210ms | tok/sec: 1,248,510 | mfu: 37.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.310588 | lrm: 1.00 | dt: 196ms | tok/sec: 1,338,776 | mfu: 40.0% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.213127 | lrm: 1.00 | dt: 196ms | tok/sec: 1,337,296 | mfu: 40.0% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.131147 | lrm: 1.00 | dt: 192ms | tok/sec: 1,366,873 | mfu: 40.8% | epoch: 1 | remaining: 299s    
step 00014 (0.2%) | loss: 6.058396 | lrm: 1.00 | dt: 191ms | tok/sec: 1,370,704 | mfu: 41.0% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 5.991415 | lrm: 1.00 | dt: 203ms | tok/sec: 1,294,447 | mfu: 38.7% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.932323 | lrm: 1.00 | dt: 199ms | tok/sec: 1,318,677 | mfu: 39.4% | epoch: 1 | remaining: 299s    
step 00017 (0.4%) | loss: 5.875402 | lrm: 1.00 | dt: 195ms | tok/sec: 1,347,141 | mfu: 40.3% | epoch: 1 | remaining: 299s    
step 00018 (0.5%) | loss: 5.825370 | lrm: 1.00 | dt: 194ms | tok/sec: 1,351,181 | mfu: 40.4% | epoch: 1 | remaining: 298s    
step 00019 (0.5%) | loss: 5.778262 | lrm: 1.00 | dt: 191ms | tok/sec: 1,369,394 | mfu: 40.9% | epoch: 1 | remaining: 298s    
step 00020 (0.6%) | loss: 5.734030 | lrm: 1.00 | dt: 201ms | tok/sec: 1,303,599 | mfu: 39.0% | epoch: 1 | remaining: 298s    
step 00021 (0.7%) | loss: 5.694149 | lrm: 1.00 | dt: 197ms | tok/sec: 1,331,698 | mfu: 39.8% | epoch: 1 | remaining: 298s    
step 00022 (0.7%) | loss: 5.659431 | lrm: 1.00 | dt: 197ms | tok/sec: 1,331,643 | mfu: 39.8% | epoch: 1 | remaining: 298s    
step 00023 (0.8%) | loss: 5.625464 | lrm: 1.00 | dt: 193ms | tok/sec: 1,357,782 | mfu: 40.6% | epoch: 1 | remaining: 297s    
step 00024 (0.8%) | loss: 5.593721 | lrm: 1.00 | dt: 192ms | tok/sec: 1,367,371 | mfu: 40.9% | epoch: 1 | remaining: 297s    
step 00025 (0.9%) | loss: 5.561651 | lrm: 1.00 | dt: 197ms | tok/sec: 1,328,392 | mfu: 39.7% | epoch: 1 | remaining: 297s    
step 00026 (1.0%) | loss: 5.530716 | lrm: 1.00 | dt: 198ms | tok/sec: 1,324,634 | mfu: 39.6% | epoch: 1 | remaining: 297s    
step 00027 (1.0%) | loss: 5.500575 | lrm: 1.00 | dt: 198ms | tok/sec: 1,324,207 | mfu: 39.6% | epoch: 1 | remaining: 297s    
step 00028 (1.1%) | loss: 5.474156 | lrm: 1.00 | dt: 194ms | tok/sec: 1,350,577 | mfu: 40.4% | epoch: 1 | remaining: 296s    
step 00029 (1.2%) | loss: 5.447629 | lrm: 1.00 | dt: 196ms | tok/sec: 1,337,839 | mfu: 40.0% | epoch: 1 | remaining: 296s    
step 00030 (1.2%) | loss: 5.418157 | lrm: 1.00 | dt: 200ms | tok/sec: 1,309,654 | mfu: 39.1% | epoch: 1 | remaining: 296s    
