Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 13391ms | tok/sec: 19,576 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867334 | lrm: 1.00 | dt: 154ms | tok/sec: 1,697,893 | mfu: 41.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.486184 | lrm: 1.00 | dt: 155ms | tok/sec: 1,688,625 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.034196 | lrm: 1.00 | dt: 154ms | tok/sec: 1,707,003 | mfu: 41.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.655183 | lrm: 1.00 | dt: 155ms | tok/sec: 1,692,579 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.322744 | lrm: 1.00 | dt: 156ms | tok/sec: 1,685,692 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.069860 | lrm: 1.00 | dt: 166ms | tok/sec: 1,580,746 | mfu: 38.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.865020 | lrm: 1.00 | dt: 201ms | tok/sec: 1,305,292 | mfu: 31.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.690663 | lrm: 1.00 | dt: 177ms | tok/sec: 1,484,674 | mfu: 35.9% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.542490 | lrm: 1.00 | dt: 174ms | tok/sec: 1,510,469 | mfu: 36.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.419346 | lrm: 1.00 | dt: 159ms | tok/sec: 1,652,536 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.310437 | lrm: 1.00 | dt: 155ms | tok/sec: 1,686,315 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.212914 | lrm: 1.00 | dt: 156ms | tok/sec: 1,678,610 | mfu: 40.6% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.130883 | lrm: 1.00 | dt: 162ms | tok/sec: 1,617,016 | mfu: 39.1% | epoch: 1 | remaining: 300s    
step 00014 (0.2%) | loss: 6.058140 | lrm: 1.00 | dt: 160ms | tok/sec: 1,634,164 | mfu: 39.5% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 5.991141 | lrm: 1.00 | dt: 161ms | tok/sec: 1,629,386 | mfu: 39.4% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.931975 | lrm: 1.00 | dt: 168ms | tok/sec: 1,564,994 | mfu: 37.8% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 5.874983 | lrm: 1.00 | dt: 155ms | tok/sec: 1,690,456 | mfu: 40.8% | epoch: 1 | remaining: 299s    
step 00018 (0.4%) | loss: 5.824934 | lrm: 1.00 | dt: 157ms | tok/sec: 1,674,619 | mfu: 40.5% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 5.777782 | lrm: 1.00 | dt: 168ms | tok/sec: 1,556,903 | mfu: 37.6% | epoch: 1 | remaining: 299s    
step 00020 (0.5%) | loss: 5.733425 | lrm: 1.00 | dt: 162ms | tok/sec: 1,615,807 | mfu: 39.0% | epoch: 1 | remaining: 298s    
step 00021 (0.5%) | loss: 5.693361 | lrm: 1.00 | dt: 158ms | tok/sec: 1,658,821 | mfu: 40.1% | epoch: 1 | remaining: 298s    
step 00022 (0.6%) | loss: 5.658430 | lrm: 1.00 | dt: 162ms | tok/sec: 1,614,692 | mfu: 39.0% | epoch: 1 | remaining: 298s    
step 00023 (0.6%) | loss: 5.624486 | lrm: 1.00 | dt: 158ms | tok/sec: 1,661,958 | mfu: 40.2% | epoch: 1 | remaining: 298s    
step 00024 (0.7%) | loss: 5.592803 | lrm: 1.00 | dt: 158ms | tok/sec: 1,662,865 | mfu: 40.2% | epoch: 1 | remaining: 298s    
step 00025 (0.7%) | loss: 5.560648 | lrm: 1.00 | dt: 163ms | tok/sec: 1,610,819 | mfu: 38.9% | epoch: 1 | remaining: 298s    
step 00026 (0.8%) | loss: 5.529603 | lrm: 1.00 | dt: 170ms | tok/sec: 1,544,327 | mfu: 37.3% | epoch: 1 | remaining: 297s    
step 00027 (0.9%) | loss: 5.499482 | lrm: 1.00 | dt: 158ms | tok/sec: 1,657,398 | mfu: 40.0% | epoch: 1 | remaining: 297s    
step 00028 (0.9%) | loss: 5.473062 | lrm: 1.00 | dt: 160ms | tok/sec: 1,637,228 | mfu: 39.6% | epoch: 1 | remaining: 297s    
step 00029 (1.0%) | loss: 5.446433 | lrm: 1.00 | dt: 162ms | tok/sec: 1,617,347 | mfu: 39.1% | epoch: 1 | remaining: 297s    
step 00030 (1.0%) | loss: 5.416653 | lrm: 1.00 | dt: 162ms | tok/sec: 1,622,461 | mfu: 39.2% | epoch: 1 | remaining: 297s    
step 00031 (1.1%) | loss: 5.390317 | lrm: 1.00 | dt: 163ms | tok/sec: 1,610,144 | mfu: 38.9% | epoch: 1 | remaining: 297s    
step 00032 (1.1%) | loss: 5.365178 | lrm: 1.00 | dt: 162ms | tok/sec: 1,620,259 | mfu: 39.1% | epoch: 1 | remaining: 296s    
step 00033 (1.2%) | loss: 5.340542 | lrm: 1.00 | dt: 160ms | tok/sec: 1,638,169 | mfu: 39.6% | epoch: 1 | remaining: 296s    
step 00034 (1.2%) | loss: 5.314774 | lrm: 1.00 | dt: 161ms | tok/sec: 1,628,213 | mfu: 39.3% | epoch: 1 | remaining: 296s    
step 00035 (1.3%) | loss: 5.287966 | lrm: 1.00 | dt: 159ms | tok/sec: 1,651,999 | mfu: 39.9% | epoch: 1 | remaining: 296s    
step 00036 (1.3%) | loss: 5.261772 | lrm: 1.00 | dt: 178ms | tok/sec: 1,469,774 | mfu: 35.5% | epoch: 1 | remaining: 296s    
step 00037 (1.4%) | loss: 5.236683 | lrm: 1.00 | dt: 157ms | tok/sec: 1,673,900 | mfu: 40.4% | epoch: 1 | remaining: 296s    
step 00038 (1.5%) | loss: 5.210102 | lrm: 1.00 | dt: 161ms | tok/sec: 1,631,272 | mfu: 39.4% | epoch: 1 | remaining: 295s    
step 00039 (1.5%) | loss: 5.184210 | lrm: 1.00 | dt: 160ms | tok/sec: 1,642,552 | mfu: 39.7% | epoch: 1 | remaining: 295s    
step 00040 (1.6%) | loss: 5.162127 | lrm: 1.00 | dt: 163ms | tok/sec: 1,604,613 | mfu: 38.8% | epoch: 1 | remaining: 295s    
step 00041 (1.6%) | loss: 5.136508 | lrm: 1.00 | dt: 156ms | tok/sec: 1,683,586 | mfu: 40.7% | epoch: 1 | remaining: 295s    
step 00042 (1.7%) | loss: 5.113752 | lrm: 1.00 | dt: 161ms | tok/sec: 1,623,890 | mfu: 39.2% | epoch: 1 | remaining: 295s    
step 00043 (1.7%) | loss: 5.087162 | lrm: 1.00 | dt: 157ms | tok/sec: 1,665,555 | mfu: 40.2% | epoch: 1 | remaining: 295s    
step 00044 (1.8%) | loss: 5.063118 | lrm: 1.00 | dt: 199ms | tok/sec: 1,315,790 | mfu: 31.8% | epoch: 1 | remaining: 294s    
step 00045 (1.8%) | loss: 5.041235 | lrm: 1.00 | dt: 155ms | tok/sec: 1,685,865 | mfu: 40.7% | epoch: 1 | remaining: 294s    
step 00046 (1.9%) | loss: 5.016550 | lrm: 1.00 | dt: 161ms | tok/sec: 1,623,446 | mfu: 39.2% | epoch: 1 | remaining: 294s    
step 00047 (1.9%) | loss: 4.990665 | lrm: 1.00 | dt: 156ms | tok/sec: 1,682,808 | mfu: 40.7% | epoch: 1 | remaining: 294s    
step 00048 (2.0%) | loss: 4.966422 | lrm: 1.00 | dt: 160ms | tok/sec: 1,642,084 | mfu: 39.7% | epoch: 1 | remaining: 294s    
step 00049 (2.0%) | loss: 4.938520 | lrm: 1.00 | dt: 162ms | tok/sec: 1,618,130 | mfu: 39.1% | epoch: 1 | remaining: 294s    
step 00050 (2.1%) | loss: 4.916979 | lrm: 1.00 | dt: 170ms | tok/sec: 1,545,067 | mfu: 37.3% | epoch: 1 | remaining: 294s    
step 00051 (2.2%) | loss: 4.892101 | lrm: 1.00 | dt: 159ms | tok/sec: 1,646,249 | mfu: 39.8% | epoch: 1 | remaining: 293s    
step 00052 (2.2%) | loss: 4.869275 | lrm: 1.00 | dt: 158ms | tok/sec: 1,654,513 | mfu: 40.0% | epoch: 1 | remaining: 293s    
step 00053 (2.3%) | loss: 4.845841 | lrm: 1.00 | dt: 159ms | tok/sec: 1,651,555 | mfu: 39.9% | epoch: 1 | remaining: 293s    
step 00054 (2.3%) | loss: 4.818673 | lrm: 1.00 | dt: 159ms | tok/sec: 1,649,385 | mfu: 39.9% | epoch: 1 | remaining: 293s    
step 00055 (2.4%) | loss: 4.796200 | lrm: 1.00 | dt: 161ms | tok/sec: 1,627,163 | mfu: 39.3% | epoch: 1 | remaining: 293s    
step 00056 (2.4%) | loss: 4.773856 | lrm: 1.00 | dt: 163ms | tok/sec: 1,605,928 | mfu: 38.8% | epoch: 1 | remaining: 293s    
step 00057 (2.5%) | loss: 4.752053 | lrm: 1.00 | dt: 160ms | tok/sec: 1,642,849 | mfu: 39.7% | epoch: 1 | remaining: 292s    
