Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,152,800
  scalars                 : 20
  total                   : 85,852,980
Estimated FLOPs per token: 4.286102e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.011356 | lrm: 1.00 | dt: 49686ms | tok/sec: 10,551 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.216054 | lrm: 1.00 | dt: 518ms | tok/sec: 1,011,912 | mfu: 43.8% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.006797 | lrm: 1.00 | dt: 543ms | tok/sec: 965,914 | mfu: 41.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.605879 | lrm: 1.00 | dt: 526ms | tok/sec: 997,258 | mfu: 43.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.161317 | lrm: 1.00 | dt: 568ms | tok/sec: 922,274 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.781745 | lrm: 1.00 | dt: 526ms | tok/sec: 996,993 | mfu: 43.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.473541 | lrm: 1.00 | dt: 545ms | tok/sec: 962,617 | mfu: 41.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.220121 | lrm: 1.00 | dt: 531ms | tok/sec: 988,239 | mfu: 42.8% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.001549 | lrm: 1.00 | dt: 544ms | tok/sec: 963,393 | mfu: 41.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.811688 | lrm: 1.00 | dt: 533ms | tok/sec: 984,023 | mfu: 42.6% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.644207 | lrm: 1.00 | dt: 541ms | tok/sec: 969,711 | mfu: 42.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.503919 | lrm: 1.00 | dt: 535ms | tok/sec: 979,181 | mfu: 42.4% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.378960 | lrm: 1.00 | dt: 536ms | tok/sec: 978,277 | mfu: 42.4% | epoch: 1 | remaining: 299s    
step 00013 (0.4%) | loss: 6.269173 | lrm: 1.00 | dt: 537ms | tok/sec: 977,173 | mfu: 42.3% | epoch: 1 | remaining: 298s    
step 00014 (0.5%) | loss: 6.173024 | lrm: 1.00 | dt: 536ms | tok/sec: 977,938 | mfu: 42.4% | epoch: 1 | remaining: 298s    
step 00015 (0.7%) | loss: 6.090971 | lrm: 1.00 | dt: 539ms | tok/sec: 972,956 | mfu: 42.1% | epoch: 1 | remaining: 297s    
step 00016 (0.9%) | loss: 6.019995 | lrm: 1.00 | dt: 535ms | tok/sec: 979,410 | mfu: 42.4% | epoch: 1 | remaining: 297s    
step 00017 (1.1%) | loss: 5.950389 | lrm: 1.00 | dt: 539ms | tok/sec: 972,324 | mfu: 42.1% | epoch: 1 | remaining: 296s    
step 00018 (1.3%) | loss: 5.888966 | lrm: 1.00 | dt: 537ms | tok/sec: 976,240 | mfu: 42.3% | epoch: 1 | remaining: 296s    
step 00019 (1.4%) | loss: 5.834298 | lrm: 1.00 | dt: 540ms | tok/sec: 971,590 | mfu: 42.1% | epoch: 1 | remaining: 295s    
step 00020 (1.6%) | loss: 5.782315 | lrm: 1.00 | dt: 543ms | tok/sec: 965,727 | mfu: 41.8% | epoch: 1 | remaining: 295s    
step 00021 (1.8%) | loss: 5.733829 | lrm: 1.00 | dt: 536ms | tok/sec: 978,868 | mfu: 42.4% | epoch: 1 | remaining: 294s    
step 00022 (2.0%) | loss: 5.692842 | lrm: 1.00 | dt: 538ms | tok/sec: 974,826 | mfu: 42.2% | epoch: 1 | remaining: 294s    
step 00023 (2.2%) | loss: 5.650722 | lrm: 1.00 | dt: 536ms | tok/sec: 978,092 | mfu: 42.4% | epoch: 1 | remaining: 293s    
step 00024 (2.3%) | loss: 5.612919 | lrm: 1.00 | dt: 539ms | tok/sec: 973,374 | mfu: 42.2% | epoch: 1 | remaining: 292s    
step 00025 (2.5%) | loss: 5.576195 | lrm: 1.00 | dt: 538ms | tok/sec: 974,794 | mfu: 42.2% | epoch: 1 | remaining: 292s    
step 00026 (2.7%) | loss: 5.544383 | lrm: 1.00 | dt: 537ms | tok/sec: 976,466 | mfu: 42.3% | epoch: 1 | remaining: 291s    
step 00027 (2.9%) | loss: 5.514031 | lrm: 1.00 | dt: 540ms | tok/sec: 970,227 | mfu: 42.0% | epoch: 1 | remaining: 291s    
step 00028 (3.0%) | loss: 5.485845 | lrm: 1.00 | dt: 537ms | tok/sec: 976,044 | mfu: 42.3% | epoch: 1 | remaining: 290s    
step 00029 (3.2%) | loss: 5.457583 | lrm: 1.00 | dt: 538ms | tok/sec: 973,774 | mfu: 42.2% | epoch: 1 | remaining: 290s    
step 00030 (3.4%) | loss: 5.425501 | lrm: 1.00 | dt: 543ms | tok/sec: 965,312 | mfu: 41.8% | epoch: 1 | remaining: 289s    
