Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 8, 'n_kv_head': 8, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 20,971,520
  lm_head                 : 4,194,304
  transformer_matrices    : 31,458,560
  scalars                 : 20
  total                   : 60,818,708
Estimated FLOPs per token: 2.957061e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 31307ms | tok/sec: 8,373 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867345 | lrm: 1.00 | dt: 195ms | tok/sec: 1,344,692 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.485363 | lrm: 1.00 | dt: 198ms | tok/sec: 1,326,464 | mfu: 39.6% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.032934 | lrm: 1.00 | dt: 197ms | tok/sec: 1,332,739 | mfu: 39.8% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.654821 | lrm: 1.00 | dt: 196ms | tok/sec: 1,337,167 | mfu: 40.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.322622 | lrm: 1.00 | dt: 215ms | tok/sec: 1,220,960 | mfu: 36.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.069933 | lrm: 1.00 | dt: 202ms | tok/sec: 1,295,565 | mfu: 38.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.865106 | lrm: 1.00 | dt: 198ms | tok/sec: 1,323,432 | mfu: 39.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.690887 | lrm: 1.00 | dt: 198ms | tok/sec: 1,323,293 | mfu: 39.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.542804 | lrm: 1.00 | dt: 200ms | tok/sec: 1,307,704 | mfu: 39.1% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.419777 | lrm: 1.00 | dt: 213ms | tok/sec: 1,228,114 | mfu: 36.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.311044 | lrm: 1.00 | dt: 200ms | tok/sec: 1,313,495 | mfu: 39.3% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.213725 | lrm: 1.00 | dt: 198ms | tok/sec: 1,326,853 | mfu: 39.7% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.131885 | lrm: 1.00 | dt: 199ms | tok/sec: 1,318,413 | mfu: 39.4% | epoch: 1 | remaining: 299s    
step 00014 (0.2%) | loss: 6.059351 | lrm: 1.00 | dt: 201ms | tok/sec: 1,307,065 | mfu: 39.1% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 5.992728 | lrm: 1.00 | dt: 209ms | tok/sec: 1,251,947 | mfu: 37.4% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.934041 | lrm: 1.00 | dt: 200ms | tok/sec: 1,310,944 | mfu: 39.2% | epoch: 1 | remaining: 299s    
step 00017 (0.4%) | loss: 5.877634 | lrm: 1.00 | dt: 201ms | tok/sec: 1,307,030 | mfu: 39.1% | epoch: 1 | remaining: 299s    
step 00018 (0.5%) | loss: 5.828436 | lrm: 1.00 | dt: 201ms | tok/sec: 1,304,795 | mfu: 39.0% | epoch: 1 | remaining: 298s    
step 00019 (0.5%) | loss: 5.782393 | lrm: 1.00 | dt: 205ms | tok/sec: 1,277,528 | mfu: 38.2% | epoch: 1 | remaining: 298s    
step 00020 (0.6%) | loss: 5.739203 | lrm: 1.00 | dt: 208ms | tok/sec: 1,258,153 | mfu: 37.6% | epoch: 1 | remaining: 298s    
step 00021 (0.7%) | loss: 5.700377 | lrm: 1.00 | dt: 201ms | tok/sec: 1,305,307 | mfu: 39.0% | epoch: 1 | remaining: 298s    
step 00022 (0.7%) | loss: 5.666951 | lrm: 1.00 | dt: 201ms | tok/sec: 1,304,874 | mfu: 39.0% | epoch: 1 | remaining: 298s    
step 00023 (0.8%) | loss: 5.634639 | lrm: 1.00 | dt: 200ms | tok/sec: 1,310,485 | mfu: 39.2% | epoch: 1 | remaining: 297s    
step 00024 (0.9%) | loss: 5.604839 | lrm: 1.00 | dt: 201ms | tok/sec: 1,301,617 | mfu: 38.9% | epoch: 1 | remaining: 297s    
step 00025 (0.9%) | loss: 5.575023 | lrm: 1.00 | dt: 207ms | tok/sec: 1,268,248 | mfu: 37.9% | epoch: 1 | remaining: 297s    
step 00026 (1.0%) | loss: 5.546292 | lrm: 1.00 | dt: 224ms | tok/sec: 1,168,419 | mfu: 34.9% | epoch: 1 | remaining: 297s    
step 00027 (1.1%) | loss: 5.518345 | lrm: 1.00 | dt: 205ms | tok/sec: 1,278,762 | mfu: 38.2% | epoch: 1 | remaining: 297s    
step 00028 (1.2%) | loss: 5.494365 | lrm: 1.00 | dt: 198ms | tok/sec: 1,325,739 | mfu: 39.6% | epoch: 1 | remaining: 296s    
step 00029 (1.2%) | loss: 5.470226 | lrm: 1.00 | dt: 200ms | tok/sec: 1,310,426 | mfu: 39.2% | epoch: 1 | remaining: 296s    
step 00030 (1.3%) | loss: 5.443656 | lrm: 1.00 | dt: 209ms | tok/sec: 1,256,056 | mfu: 37.5% | epoch: 1 | remaining: 296s    
