Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 0.00 | dt: 13755ms | tok/sec: 19,057 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011228 | lrm: 0.00 | dt: 149ms | tok/sec: 1,758,706 | mfu: 42.5% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011244 | lrm: 0.00 | dt: 150ms | tok/sec: 1,744,796 | mfu: 42.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011237 | lrm: 0.00 | dt: 150ms | tok/sec: 1,747,508 | mfu: 42.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011261 | lrm: 0.00 | dt: 151ms | tok/sec: 1,739,070 | mfu: 42.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011249 | lrm: 0.00 | dt: 150ms | tok/sec: 1,750,017 | mfu: 42.3% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011250 | lrm: 0.00 | dt: 177ms | tok/sec: 1,484,137 | mfu: 35.9% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011256 | lrm: 0.00 | dt: 179ms | tok/sec: 1,464,032 | mfu: 35.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011262 | lrm: 0.00 | dt: 169ms | tok/sec: 1,554,818 | mfu: 37.6% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011252 | lrm: 0.00 | dt: 170ms | tok/sec: 1,544,455 | mfu: 37.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011254 | lrm: 0.00 | dt: 175ms | tok/sec: 1,500,595 | mfu: 36.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011243 | lrm: 0.00 | dt: 150ms | tok/sec: 1,747,056 | mfu: 42.2% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011240 | lrm: 0.01 | dt: 180ms | tok/sec: 1,456,773 | mfu: 35.2% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 9.010746 | lrm: 0.02 | dt: 200ms | tok/sec: 1,310,885 | mfu: 31.7% | epoch: 1 | remaining: 299s    
step 00014 (0.2%) | loss: 9.009290 | lrm: 0.04 | dt: 154ms | tok/sec: 1,707,342 | mfu: 41.3% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 9.006331 | lrm: 0.05 | dt: 192ms | tok/sec: 1,366,002 | mfu: 33.0% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 9.001541 | lrm: 0.06 | dt: 154ms | tok/sec: 1,705,745 | mfu: 41.2% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 8.994019 | lrm: 0.07 | dt: 156ms | tok/sec: 1,685,101 | mfu: 40.7% | epoch: 1 | remaining: 299s    
step 00018 (0.4%) | loss: 8.982531 | lrm: 0.08 | dt: 160ms | tok/sec: 1,637,981 | mfu: 39.6% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 8.964894 | lrm: 0.09 | dt: 213ms | tok/sec: 1,228,637 | mfu: 29.7% | epoch: 1 | remaining: 298s    
step 00020 (0.5%) | loss: 8.937739 | lrm: 0.10 | dt: 159ms | tok/sec: 1,644,451 | mfu: 39.7% | epoch: 1 | remaining: 298s    
step 00021 (0.6%) | loss: 8.895373 | lrm: 0.11 | dt: 184ms | tok/sec: 1,425,985 | mfu: 34.5% | epoch: 1 | remaining: 298s    
step 00022 (0.6%) | loss: 8.831622 | lrm: 0.13 | dt: 188ms | tok/sec: 1,397,872 | mfu: 33.8% | epoch: 1 | remaining: 298s    
step 00023 (0.7%) | loss: 8.742554 | lrm: 0.14 | dt: 179ms | tok/sec: 1,460,609 | mfu: 35.3% | epoch: 1 | remaining: 298s    
step 00024 (0.8%) | loss: 8.633432 | lrm: 0.15 | dt: 166ms | tok/sec: 1,578,381 | mfu: 38.1% | epoch: 1 | remaining: 298s    
step 00025 (0.8%) | loss: 8.518146 | lrm: 0.16 | dt: 166ms | tok/sec: 1,582,097 | mfu: 38.2% | epoch: 1 | remaining: 297s    
step 00026 (0.9%) | loss: 8.393896 | lrm: 0.17 | dt: 177ms | tok/sec: 1,483,040 | mfu: 35.8% | epoch: 1 | remaining: 297s    
step 00027 (0.9%) | loss: 8.259697 | lrm: 0.19 | dt: 205ms | tok/sec: 1,278,550 | mfu: 30.9% | epoch: 1 | remaining: 297s    
step 00028 (1.0%) | loss: 8.119218 | lrm: 0.20 | dt: 191ms | tok/sec: 1,373,146 | mfu: 33.2% | epoch: 1 | remaining: 297s    
step 00029 (1.1%) | loss: 7.977955 | lrm: 0.21 | dt: 200ms | tok/sec: 1,309,130 | mfu: 31.6% | epoch: 1 | remaining: 297s    
step 00030 (1.1%) | loss: 7.833809 | lrm: 0.22 | dt: 184ms | tok/sec: 1,425,072 | mfu: 34.4% | epoch: 1 | remaining: 296s    
