Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 15495ms | tok/sec: 33,835 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.856584 | lrm: 1.00 | dt: 305ms | tok/sec: 1,719,521 | mfu: 41.5% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.431914 | lrm: 1.00 | dt: 306ms | tok/sec: 1,710,745 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.959789 | lrm: 1.00 | dt: 350ms | tok/sec: 1,496,485 | mfu: 36.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.557023 | lrm: 1.00 | dt: 313ms | tok/sec: 1,673,160 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.230047 | lrm: 1.00 | dt: 314ms | tok/sec: 1,669,757 | mfu: 40.3% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.978978 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,478 | mfu: 38.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.766821 | lrm: 1.00 | dt: 361ms | tok/sec: 1,453,662 | mfu: 35.1% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.587693 | lrm: 1.00 | dt: 332ms | tok/sec: 1,579,592 | mfu: 38.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.437171 | lrm: 1.00 | dt: 310ms | tok/sec: 1,692,518 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.309216 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,868 | mfu: 38.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.203297 | lrm: 1.00 | dt: 319ms | tok/sec: 1,646,102 | mfu: 39.8% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.110975 | lrm: 1.00 | dt: 352ms | tok/sec: 1,489,223 | mfu: 36.0% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.027832 | lrm: 1.00 | dt: 354ms | tok/sec: 1,482,260 | mfu: 35.8% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.956035 | lrm: 1.00 | dt: 340ms | tok/sec: 1,540,124 | mfu: 37.2% | epoch: 1 | remaining: 299s    
step 00015 (0.5%) | loss: 5.890077 | lrm: 1.00 | dt: 313ms | tok/sec: 1,676,969 | mfu: 40.5% | epoch: 1 | remaining: 298s    
step 00016 (0.6%) | loss: 5.832907 | lrm: 1.00 | dt: 324ms | tok/sec: 1,615,859 | mfu: 39.0% | epoch: 1 | remaining: 298s    
step 00017 (0.7%) | loss: 5.777153 | lrm: 1.00 | dt: 367ms | tok/sec: 1,428,740 | mfu: 34.5% | epoch: 1 | remaining: 298s    
step 00018 (0.8%) | loss: 5.726793 | lrm: 1.00 | dt: 307ms | tok/sec: 1,706,075 | mfu: 41.2% | epoch: 1 | remaining: 297s    
step 00019 (0.9%) | loss: 5.679785 | lrm: 1.00 | dt: 316ms | tok/sec: 1,661,252 | mfu: 40.1% | epoch: 1 | remaining: 297s    
step 00020 (1.0%) | loss: 5.635302 | lrm: 1.00 | dt: 348ms | tok/sec: 1,508,560 | mfu: 36.4% | epoch: 1 | remaining: 297s    
step 00021 (1.1%) | loss: 5.592353 | lrm: 1.00 | dt: 313ms | tok/sec: 1,675,948 | mfu: 40.5% | epoch: 1 | remaining: 296s    
step 00022 (1.2%) | loss: 5.553617 | lrm: 1.00 | dt: 347ms | tok/sec: 1,512,447 | mfu: 36.5% | epoch: 1 | remaining: 296s    
step 00023 (1.3%) | loss: 5.512886 | lrm: 1.00 | dt: 317ms | tok/sec: 1,652,636 | mfu: 39.9% | epoch: 1 | remaining: 296s    
step 00024 (1.4%) | loss: 5.474429 | lrm: 1.00 | dt: 316ms | tok/sec: 1,658,244 | mfu: 40.1% | epoch: 1 | remaining: 295s    
step 00025 (1.5%) | loss: 5.438261 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,739 | mfu: 39.2% | epoch: 1 | remaining: 295s    
step 00026 (1.7%) | loss: 5.403340 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,515 | mfu: 39.7% | epoch: 1 | remaining: 295s    
step 00027 (1.8%) | loss: 5.369653 | lrm: 1.00 | dt: 317ms | tok/sec: 1,655,473 | mfu: 40.0% | epoch: 1 | remaining: 294s    
step 00028 (1.9%) | loss: 5.338311 | lrm: 1.00 | dt: 317ms | tok/sec: 1,652,943 | mfu: 39.9% | epoch: 1 | remaining: 294s    
step 00029 (2.0%) | loss: 5.305610 | lrm: 1.00 | dt: 336ms | tok/sec: 1,562,489 | mfu: 37.8% | epoch: 1 | remaining: 294s    
step 00030 (2.1%) | loss: 5.271601 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,664 | mfu: 39.3% | epoch: 1 | remaining: 293s    
