Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 20,971,520
  lm_head                 : 4,194,304
  transformer_matrices    : 31,457,920
  scalars                 : 20
  total                   : 60,818,068
Estimated FLOPs per token: 2.957023e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 18803ms | tok/sec: 13,941 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867386 | lrm: 1.00 | dt: 189ms | tok/sec: 1,389,228 | mfu: 41.5% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.485572 | lrm: 1.00 | dt: 190ms | tok/sec: 1,382,376 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.033174 | lrm: 1.00 | dt: 191ms | tok/sec: 1,375,230 | mfu: 41.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.655016 | lrm: 1.00 | dt: 189ms | tok/sec: 1,383,801 | mfu: 41.4% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.322649 | lrm: 1.00 | dt: 205ms | tok/sec: 1,275,742 | mfu: 38.1% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.069890 | lrm: 1.00 | dt: 200ms | tok/sec: 1,313,896 | mfu: 39.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.864892 | lrm: 1.00 | dt: 193ms | tok/sec: 1,360,837 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.690633 | lrm: 1.00 | dt: 191ms | tok/sec: 1,373,404 | mfu: 41.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.542508 | lrm: 1.00 | dt: 190ms | tok/sec: 1,376,447 | mfu: 41.1% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.419430 | lrm: 1.00 | dt: 206ms | tok/sec: 1,275,057 | mfu: 38.1% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.310596 | lrm: 1.00 | dt: 201ms | tok/sec: 1,306,658 | mfu: 39.0% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.213132 | lrm: 1.00 | dt: 192ms | tok/sec: 1,366,301 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.131146 | lrm: 1.00 | dt: 193ms | tok/sec: 1,360,143 | mfu: 40.6% | epoch: 1 | remaining: 299s    
step 00014 (0.2%) | loss: 6.058400 | lrm: 1.00 | dt: 193ms | tok/sec: 1,357,669 | mfu: 40.6% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 5.991417 | lrm: 1.00 | dt: 197ms | tok/sec: 1,329,190 | mfu: 39.7% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.932322 | lrm: 1.00 | dt: 201ms | tok/sec: 1,303,351 | mfu: 38.9% | epoch: 1 | remaining: 299s    
step 00017 (0.4%) | loss: 5.875396 | lrm: 1.00 | dt: 194ms | tok/sec: 1,348,925 | mfu: 40.3% | epoch: 1 | remaining: 299s    
step 00018 (0.5%) | loss: 5.825369 | lrm: 1.00 | dt: 192ms | tok/sec: 1,367,152 | mfu: 40.9% | epoch: 1 | remaining: 298s    
step 00019 (0.5%) | loss: 5.778276 | lrm: 1.00 | dt: 195ms | tok/sec: 1,347,278 | mfu: 40.3% | epoch: 1 | remaining: 298s    
step 00020 (0.6%) | loss: 5.734044 | lrm: 1.00 | dt: 201ms | tok/sec: 1,301,662 | mfu: 38.9% | epoch: 1 | remaining: 298s    
step 00021 (0.7%) | loss: 5.694165 | lrm: 1.00 | dt: 197ms | tok/sec: 1,332,909 | mfu: 39.8% | epoch: 1 | remaining: 298s    
step 00022 (0.7%) | loss: 5.659450 | lrm: 1.00 | dt: 194ms | tok/sec: 1,347,807 | mfu: 40.3% | epoch: 1 | remaining: 298s    
step 00023 (0.8%) | loss: 5.625490 | lrm: 1.00 | dt: 192ms | tok/sec: 1,365,233 | mfu: 40.8% | epoch: 1 | remaining: 297s    
step 00024 (0.8%) | loss: 5.593743 | lrm: 1.00 | dt: 194ms | tok/sec: 1,348,081 | mfu: 40.3% | epoch: 1 | remaining: 297s    
step 00025 (0.9%) | loss: 5.561676 | lrm: 1.00 | dt: 198ms | tok/sec: 1,323,848 | mfu: 39.6% | epoch: 1 | remaining: 297s    
step 00026 (1.0%) | loss: 5.530731 | lrm: 1.00 | dt: 197ms | tok/sec: 1,333,140 | mfu: 39.8% | epoch: 1 | remaining: 297s    
step 00027 (1.0%) | loss: 5.500561 | lrm: 1.00 | dt: 195ms | tok/sec: 1,346,302 | mfu: 40.2% | epoch: 1 | remaining: 297s    
step 00028 (1.1%) | loss: 5.474110 | lrm: 1.00 | dt: 194ms | tok/sec: 1,351,496 | mfu: 40.4% | epoch: 1 | remaining: 296s    
step 00029 (1.2%) | loss: 5.447515 | lrm: 1.00 | dt: 192ms | tok/sec: 1,367,107 | mfu: 40.9% | epoch: 1 | remaining: 296s    
step 00030 (1.2%) | loss: 5.418020 | lrm: 1.00 | dt: 198ms | tok/sec: 1,320,715 | mfu: 39.5% | epoch: 1 | remaining: 296s    
