Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,690,624
  scalars                 : 16
  total                   : 50,856,464
Estimated FLOPs per token: 2.422241e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 34768ms | tok/sec: 7,539 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.865594 | lrm: 1.00 | dt: 160ms | tok/sec: 1,633,892 | mfu: 40.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.502278 | lrm: 1.00 | dt: 159ms | tok/sec: 1,651,416 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.060905 | lrm: 1.00 | dt: 160ms | tok/sec: 1,642,030 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.675426 | lrm: 1.00 | dt: 160ms | tok/sec: 1,642,994 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.340604 | lrm: 1.00 | dt: 159ms | tok/sec: 1,643,733 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.085804 | lrm: 1.00 | dt: 185ms | tok/sec: 1,414,381 | mfu: 34.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.881308 | lrm: 1.00 | dt: 170ms | tok/sec: 1,540,316 | mfu: 37.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.705896 | lrm: 1.00 | dt: 163ms | tok/sec: 1,610,185 | mfu: 39.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.555794 | lrm: 1.00 | dt: 162ms | tok/sec: 1,617,154 | mfu: 39.6% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.431393 | lrm: 1.00 | dt: 166ms | tok/sec: 1,583,886 | mfu: 38.8% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.321200 | lrm: 1.00 | dt: 160ms | tok/sec: 1,642,138 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.222450 | lrm: 1.00 | dt: 173ms | tok/sec: 1,517,595 | mfu: 37.1% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.139127 | lrm: 1.00 | dt: 170ms | tok/sec: 1,543,991 | mfu: 37.8% | epoch: 1 | remaining: 299s    
step 00014 (0.2%) | loss: 6.064888 | lrm: 1.00 | dt: 165ms | tok/sec: 1,589,631 | mfu: 38.9% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 5.996832 | lrm: 1.00 | dt: 162ms | tok/sec: 1,620,864 | mfu: 39.7% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.936422 | lrm: 1.00 | dt: 164ms | tok/sec: 1,595,541 | mfu: 39.1% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 5.878639 | lrm: 1.00 | dt: 170ms | tok/sec: 1,540,091 | mfu: 37.7% | epoch: 1 | remaining: 299s    
step 00018 (0.4%) | loss: 5.828161 | lrm: 1.00 | dt: 170ms | tok/sec: 1,543,858 | mfu: 37.8% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 5.780323 | lrm: 1.00 | dt: 171ms | tok/sec: 1,534,584 | mfu: 37.6% | epoch: 1 | remaining: 298s    
step 00020 (0.5%) | loss: 5.735089 | lrm: 1.00 | dt: 168ms | tok/sec: 1,556,306 | mfu: 38.1% | epoch: 1 | remaining: 298s    
step 00021 (0.6%) | loss: 5.693785 | lrm: 1.00 | dt: 163ms | tok/sec: 1,609,642 | mfu: 39.4% | epoch: 1 | remaining: 298s    
step 00022 (0.6%) | loss: 5.657413 | lrm: 1.00 | dt: 164ms | tok/sec: 1,595,812 | mfu: 39.1% | epoch: 1 | remaining: 298s    
step 00023 (0.7%) | loss: 5.622249 | lrm: 1.00 | dt: 165ms | tok/sec: 1,593,084 | mfu: 39.0% | epoch: 1 | remaining: 298s    
step 00024 (0.7%) | loss: 5.589339 | lrm: 1.00 | dt: 167ms | tok/sec: 1,567,459 | mfu: 38.4% | epoch: 1 | remaining: 298s    
step 00025 (0.8%) | loss: 5.556180 | lrm: 1.00 | dt: 169ms | tok/sec: 1,549,048 | mfu: 37.9% | epoch: 1 | remaining: 297s    
step 00026 (0.8%) | loss: 5.524120 | lrm: 1.00 | dt: 166ms | tok/sec: 1,577,319 | mfu: 38.6% | epoch: 1 | remaining: 297s    
step 00027 (0.9%) | loss: 5.493018 | lrm: 1.00 | dt: 188ms | tok/sec: 1,390,880 | mfu: 34.0% | epoch: 1 | remaining: 297s    
step 00028 (1.0%) | loss: 5.465870 | lrm: 1.00 | dt: 161ms | tok/sec: 1,626,342 | mfu: 39.8% | epoch: 1 | remaining: 297s    
step 00029 (1.0%) | loss: 5.438588 | lrm: 1.00 | dt: 163ms | tok/sec: 1,608,858 | mfu: 39.4% | epoch: 1 | remaining: 297s    
step 00030 (1.1%) | loss: 5.408143 | lrm: 1.00 | dt: 172ms | tok/sec: 1,520,695 | mfu: 37.2% | epoch: 1 | remaining: 297s    
