Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 14679ms | tok/sec: 17,858 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867334 | lrm: 1.00 | dt: 152ms | tok/sec: 1,726,319 | mfu: 41.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.486182 | lrm: 1.00 | dt: 156ms | tok/sec: 1,680,606 | mfu: 40.6% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.034194 | lrm: 1.00 | dt: 156ms | tok/sec: 1,683,836 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.655196 | lrm: 1.00 | dt: 155ms | tok/sec: 1,691,965 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.322755 | lrm: 1.00 | dt: 155ms | tok/sec: 1,691,618 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.069868 | lrm: 1.00 | dt: 173ms | tok/sec: 1,516,216 | mfu: 36.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.865037 | lrm: 1.00 | dt: 191ms | tok/sec: 1,370,136 | mfu: 33.1% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.690679 | lrm: 1.00 | dt: 199ms | tok/sec: 1,320,468 | mfu: 31.9% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.542507 | lrm: 1.00 | dt: 154ms | tok/sec: 1,698,803 | mfu: 41.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.419362 | lrm: 1.00 | dt: 187ms | tok/sec: 1,400,789 | mfu: 33.8% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.310456 | lrm: 1.00 | dt: 159ms | tok/sec: 1,645,921 | mfu: 39.8% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.212935 | lrm: 1.00 | dt: 202ms | tok/sec: 1,297,743 | mfu: 31.4% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.130903 | lrm: 1.00 | dt: 180ms | tok/sec: 1,454,955 | mfu: 35.2% | epoch: 1 | remaining: 299s    
step 00014 (0.2%) | loss: 6.058152 | lrm: 1.00 | dt: 156ms | tok/sec: 1,676,020 | mfu: 40.5% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 5.991145 | lrm: 1.00 | dt: 200ms | tok/sec: 1,310,115 | mfu: 31.7% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.931979 | lrm: 1.00 | dt: 155ms | tok/sec: 1,693,327 | mfu: 40.9% | epoch: 1 | remaining: 299s    
step 00017 (0.4%) | loss: 5.875002 | lrm: 1.00 | dt: 156ms | tok/sec: 1,682,934 | mfu: 40.7% | epoch: 1 | remaining: 299s    
step 00018 (0.4%) | loss: 5.824951 | lrm: 1.00 | dt: 158ms | tok/sec: 1,658,646 | mfu: 40.1% | epoch: 1 | remaining: 299s    
step 00019 (0.5%) | loss: 5.777797 | lrm: 1.00 | dt: 195ms | tok/sec: 1,347,412 | mfu: 32.6% | epoch: 1 | remaining: 298s    
step 00020 (0.5%) | loss: 5.733440 | lrm: 1.00 | dt: 162ms | tok/sec: 1,613,424 | mfu: 39.0% | epoch: 1 | remaining: 298s    
step 00021 (0.6%) | loss: 5.693363 | lrm: 1.00 | dt: 159ms | tok/sec: 1,650,856 | mfu: 39.9% | epoch: 1 | remaining: 298s    
step 00022 (0.6%) | loss: 5.658415 | lrm: 1.00 | dt: 158ms | tok/sec: 1,661,724 | mfu: 40.1% | epoch: 1 | remaining: 298s    
step 00023 (0.7%) | loss: 5.624457 | lrm: 1.00 | dt: 157ms | tok/sec: 1,665,096 | mfu: 40.2% | epoch: 1 | remaining: 298s    
step 00024 (0.7%) | loss: 5.592797 | lrm: 1.00 | dt: 157ms | tok/sec: 1,668,991 | mfu: 40.3% | epoch: 1 | remaining: 298s    
step 00025 (0.8%) | loss: 5.560699 | lrm: 1.00 | dt: 165ms | tok/sec: 1,592,405 | mfu: 38.5% | epoch: 1 | remaining: 297s    
step 00026 (0.8%) | loss: 5.529706 | lrm: 1.00 | dt: 171ms | tok/sec: 1,535,628 | mfu: 37.1% | epoch: 1 | remaining: 297s    
step 00027 (0.9%) | loss: 5.499579 | lrm: 1.00 | dt: 159ms | tok/sec: 1,650,204 | mfu: 39.9% | epoch: 1 | remaining: 297s    
step 00028 (0.9%) | loss: 5.473150 | lrm: 1.00 | dt: 157ms | tok/sec: 1,673,803 | mfu: 40.4% | epoch: 1 | remaining: 297s    
step 00029 (1.0%) | loss: 5.446535 | lrm: 1.00 | dt: 181ms | tok/sec: 1,445,614 | mfu: 34.9% | epoch: 1 | remaining: 297s    
step 00030 (1.1%) | loss: 5.416742 | lrm: 1.00 | dt: 192ms | tok/sec: 1,366,348 | mfu: 33.0% | epoch: 1 | remaining: 297s    
