Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 14678ms | tok/sec: 17,859 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867380 | lrm: 1.00 | dt: 153ms | tok/sec: 1,711,448 | mfu: 41.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.485805 | lrm: 1.00 | dt: 155ms | tok/sec: 1,696,389 | mfu: 41.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.033620 | lrm: 1.00 | dt: 154ms | tok/sec: 1,698,827 | mfu: 41.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.654455 | lrm: 1.00 | dt: 156ms | tok/sec: 1,677,757 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.322146 | lrm: 1.00 | dt: 156ms | tok/sec: 1,677,946 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.069319 | lrm: 1.00 | dt: 172ms | tok/sec: 1,522,009 | mfu: 36.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.864406 | lrm: 1.00 | dt: 161ms | tok/sec: 1,625,433 | mfu: 39.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.690099 | lrm: 1.00 | dt: 157ms | tok/sec: 1,674,655 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.541988 | lrm: 1.00 | dt: 169ms | tok/sec: 1,552,491 | mfu: 37.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.418917 | lrm: 1.00 | dt: 164ms | tok/sec: 1,594,615 | mfu: 38.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.310094 | lrm: 1.00 | dt: 155ms | tok/sec: 1,688,317 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.212650 | lrm: 1.00 | dt: 164ms | tok/sec: 1,596,679 | mfu: 38.6% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.130677 | lrm: 1.00 | dt: 163ms | tok/sec: 1,605,170 | mfu: 38.8% | epoch: 1 | remaining: 300s    
step 00014 (0.2%) | loss: 6.058004 | lrm: 1.00 | dt: 158ms | tok/sec: 1,655,925 | mfu: 40.0% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 5.991076 | lrm: 1.00 | dt: 181ms | tok/sec: 1,445,215 | mfu: 34.9% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.932096 | lrm: 1.00 | dt: 156ms | tok/sec: 1,681,644 | mfu: 40.6% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 5.875350 | lrm: 1.00 | dt: 169ms | tok/sec: 1,555,337 | mfu: 37.6% | epoch: 1 | remaining: 299s    
step 00018 (0.4%) | loss: 5.825452 | lrm: 1.00 | dt: 158ms | tok/sec: 1,656,859 | mfu: 40.0% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 5.778489 | lrm: 1.00 | dt: 160ms | tok/sec: 1,638,179 | mfu: 39.6% | epoch: 1 | remaining: 299s    
step 00020 (0.5%) | loss: 5.734315 | lrm: 1.00 | dt: 162ms | tok/sec: 1,616,011 | mfu: 39.0% | epoch: 1 | remaining: 298s    
step 00021 (0.5%) | loss: 5.694423 | lrm: 1.00 | dt: 160ms | tok/sec: 1,643,237 | mfu: 39.7% | epoch: 1 | remaining: 298s    
step 00022 (0.6%) | loss: 5.659625 | lrm: 1.00 | dt: 157ms | tok/sec: 1,666,010 | mfu: 40.3% | epoch: 1 | remaining: 298s    
step 00023 (0.6%) | loss: 5.625793 | lrm: 1.00 | dt: 163ms | tok/sec: 1,612,130 | mfu: 39.0% | epoch: 1 | remaining: 298s    
step 00024 (0.7%) | loss: 5.594336 | lrm: 1.00 | dt: 156ms | tok/sec: 1,683,795 | mfu: 40.7% | epoch: 1 | remaining: 298s    
step 00025 (0.8%) | loss: 5.562505 | lrm: 1.00 | dt: 159ms | tok/sec: 1,645,352 | mfu: 39.8% | epoch: 1 | remaining: 298s    
step 00026 (0.8%) | loss: 5.531807 | lrm: 1.00 | dt: 168ms | tok/sec: 1,564,408 | mfu: 37.8% | epoch: 1 | remaining: 297s    
step 00027 (0.9%) | loss: 5.502029 | lrm: 1.00 | dt: 163ms | tok/sec: 1,609,932 | mfu: 38.9% | epoch: 1 | remaining: 297s    
step 00028 (0.9%) | loss: 5.475946 | lrm: 1.00 | dt: 161ms | tok/sec: 1,626,857 | mfu: 39.3% | epoch: 1 | remaining: 297s    
step 00029 (1.0%) | loss: 5.449688 | lrm: 1.00 | dt: 165ms | tok/sec: 1,591,159 | mfu: 38.4% | epoch: 1 | remaining: 297s    
step 00030 (1.0%) | loss: 5.420252 | lrm: 1.00 | dt: 161ms | tok/sec: 1,626,241 | mfu: 39.3% | epoch: 1 | remaining: 297s    
