Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 14389ms | tok/sec: 18,218 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867334 | lrm: 1.00 | dt: 154ms | tok/sec: 1,706,171 | mfu: 41.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.486184 | lrm: 1.00 | dt: 156ms | tok/sec: 1,685,793 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.034196 | lrm: 1.00 | dt: 155ms | tok/sec: 1,691,254 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.655198 | lrm: 1.00 | dt: 155ms | tok/sec: 1,689,020 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.322754 | lrm: 1.00 | dt: 155ms | tok/sec: 1,687,894 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.069866 | lrm: 1.00 | dt: 169ms | tok/sec: 1,554,381 | mfu: 37.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.865026 | lrm: 1.00 | dt: 167ms | tok/sec: 1,573,953 | mfu: 38.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.690673 | lrm: 1.00 | dt: 159ms | tok/sec: 1,650,152 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.542498 | lrm: 1.00 | dt: 157ms | tok/sec: 1,667,204 | mfu: 40.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.419357 | lrm: 1.00 | dt: 160ms | tok/sec: 1,634,205 | mfu: 39.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.310457 | lrm: 1.00 | dt: 156ms | tok/sec: 1,683,911 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.212943 | lrm: 1.00 | dt: 165ms | tok/sec: 1,592,124 | mfu: 38.5% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.130909 | lrm: 1.00 | dt: 164ms | tok/sec: 1,603,272 | mfu: 38.7% | epoch: 1 | remaining: 300s    
step 00014 (0.2%) | loss: 6.058153 | lrm: 1.00 | dt: 161ms | tok/sec: 1,625,926 | mfu: 39.3% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 5.991139 | lrm: 1.00 | dt: 160ms | tok/sec: 1,634,412 | mfu: 39.5% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.931974 | lrm: 1.00 | dt: 158ms | tok/sec: 1,663,290 | mfu: 40.2% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 5.874994 | lrm: 1.00 | dt: 157ms | tok/sec: 1,670,632 | mfu: 40.4% | epoch: 1 | remaining: 299s    
step 00018 (0.4%) | loss: 5.824943 | lrm: 1.00 | dt: 162ms | tok/sec: 1,620,587 | mfu: 39.2% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 5.777785 | lrm: 1.00 | dt: 161ms | tok/sec: 1,624,554 | mfu: 39.3% | epoch: 1 | remaining: 299s    
step 00020 (0.5%) | loss: 5.733426 | lrm: 1.00 | dt: 170ms | tok/sec: 1,541,962 | mfu: 37.3% | epoch: 1 | remaining: 298s    
step 00021 (0.5%) | loss: 5.693383 | lrm: 1.00 | dt: 156ms | tok/sec: 1,677,212 | mfu: 40.5% | epoch: 1 | remaining: 298s    
step 00022 (0.6%) | loss: 5.658482 | lrm: 1.00 | dt: 160ms | tok/sec: 1,642,422 | mfu: 39.7% | epoch: 1 | remaining: 298s    
step 00023 (0.6%) | loss: 5.624539 | lrm: 1.00 | dt: 158ms | tok/sec: 1,656,172 | mfu: 40.0% | epoch: 1 | remaining: 298s    
step 00024 (0.7%) | loss: 5.592807 | lrm: 1.00 | dt: 162ms | tok/sec: 1,621,201 | mfu: 39.2% | epoch: 1 | remaining: 298s    
step 00025 (0.7%) | loss: 5.560653 | lrm: 1.00 | dt: 163ms | tok/sec: 1,609,214 | mfu: 38.9% | epoch: 1 | remaining: 298s    
step 00026 (0.8%) | loss: 5.529650 | lrm: 1.00 | dt: 162ms | tok/sec: 1,620,651 | mfu: 39.2% | epoch: 1 | remaining: 297s    
step 00027 (0.9%) | loss: 5.499486 | lrm: 1.00 | dt: 158ms | tok/sec: 1,655,713 | mfu: 40.0% | epoch: 1 | remaining: 297s    
step 00028 (0.9%) | loss: 5.473026 | lrm: 1.00 | dt: 158ms | tok/sec: 1,656,130 | mfu: 40.0% | epoch: 1 | remaining: 297s    
step 00029 (1.0%) | loss: 5.446412 | lrm: 1.00 | dt: 157ms | tok/sec: 1,665,048 | mfu: 40.2% | epoch: 1 | remaining: 297s    
step 00030 (1.0%) | loss: 5.416645 | lrm: 1.00 | dt: 164ms | tok/sec: 1,594,553 | mfu: 38.5% | epoch: 1 | remaining: 297s    
